PROVINCIA;CANTON;PARROQUIA;INCENDIOS;OSOS;ALIMENTACION;Latitud;Longitud;Latitud-2;Longitud-2;TIPO VEGETACION;BIOCLIMA;TIPO_ECOSI;FRAGILIDAD;AREA PROTEGIDA;DEFICIT HIDRICO;YEAR;MONTH;DAY
PICHINCHA;QUITO;NANEGAL;NO;NO;Pitcairnia;0.125;-78.65;0;0;TIERRA AGROPECUARIA;PLUVIESTACIONAL;; ;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;QUITO;NANEGAL;NO;NO;Pitcairnia;0.125;-78.65;0;0;TIERRA AGROPECUARIA;PLUVIESTACIONAL;; ;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;QUITO;NANEGAL;NO;NO;Racinaea;0.0583;-78.6;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;70 - 80;1900;1;1
LOJA;GONZANAMA;NAMBACOLA;NO;NO;Tillandsia;-4.083333;-79.5;0;0;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;375 - 400;1900;1;1
LOJA;GONZANAMA;NAMBACOLA;NO;NO;Vriesea;-4.083333;-79.5;0;0;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;375 - 400;1900;1;1
LOJA;GONZANAMA;NAMBACOLA;NO;NO;Pitcairnia;-4.083333;-79.5;0;0;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;375 - 400;1900;1;1
LOJA;GONZANAMA;NAMBACOLA;NO;NO;Guzmania;-4.083333;-79.5;0;0;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;375 - 400;1900;1;1
COTOPAXI;PUJILI;PILALO;NO;NO;Racinaea;-0.95;-79.06666;0;0;TIERRA AGROPECUARIA;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;RESERVA ECOLOGICA;140 - 150;1900;1;1
PICHINCHA;QUITO;LLOA;NO;NO;Guzmania;-0.11666;-78.63333;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;QUITO;NANEGAL;NO;NO;Guzmania;0.05;-78.6;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;QUITO;NANEGAL;NO;NO;Guzmania;0.06666;-78.6;0;0;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;QUITO;NONO;NO;NO;Guzmania;-0.06666;-78.6;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;QUITO;NONO;NO;NO;Pitcairnia;-0.06666;-78.6;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;QUITO;NANEGAL;NO;NO;Pitcairnia;0.13333;-78.63333;0;0;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;QUITO;NANEGAL;NO;NO;Pitcairnia;0.11666;-78.65;0;0;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;70 - 80;1900;1;1
COTOPAXI;PUJILI;PILALO;NO;NO;Racinaea;-0.95;-79.06666;0;0;TIERRA AGROPECUARIA;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;RESERVA ECOLOGICA;140 - 150;1900;1;1
PICHINCHA;QUITO;LLOA;NO;NO;Guzmania;-0.11666;-78.63333;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;QUITO;NANEGAL;NO;NO;Guzmania;0.05;-78.6;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;QUITO;NANEGAL;NO;NO;Guzmania;0.06666;-78.6;0;0;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;QUITO;NONO;NO;NO;Guzmania;-0.06666;-78.6;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;QUITO;NONO;NO;NO;Pitcairnia;-0.06666;-78.6;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;QUITO;NANEGAL;NO;NO;Pitcairnia;0.13333;-78.63333;0;0;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;QUITO;NANEGAL;NO;NO;Pitcairnia;0.11666;-78.65;0;0;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;SAN MIGUEL DE LOS BANCOS;SAN MIGUEL DE LOS BANCOS;NO;NO;Tillandsia;-0.05;-78.9;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;SAN MIGUEL DE LOS BANCOS;SAN MIGUEL DE LOS BANCOS;NO;NO;Werauhia;-0.05;-78.9;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;SAN MIGUEL DE LOS BANCOS;SAN MIGUEL DE LOS BANCOS;NO;NO;Pitcairnia;-0.05;-78.9;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;70 - 80;1900;1;1
COTOPAXI;PUJILI;ZUMBAHUA;NO;NO;Tillandsia;-0.95;-78.95;0;0;TIERRA AGROPECUARIA;PLUVIESTACIONAL;; ;NO DEFINIDA;140 - 150;1900;1;1
SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;SANTO DOMINGO DE LOS COLORADOS;NO;NO;Tillandsia;-0.25;-79.16666;0;0;ZONA ANTROPICA;PLUVIAL;; ;NO DEFINIDA;000 - 000;1900;1;1
NAPO;EL CHACO;GONZALO DIAZ DE PINEDA (EL BOMBON);NO;NO;Pitcairnia;-0.1;-77.68333;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;PARQUE NACIONAL;000 - 000;1900;1;1
NAPO;EL CHACO;GONZALO DIAZ DE PINEDA (EL BOMBON);NO;NO;Guzmania;-0.1;-77.68;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;PARQUE NACIONAL;000 - 000;1900;1;1
NAPO;EL CHACO;SANTA ROSA;NO;NO;Racinaea;-0.2;-77.78333;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;PARQUE NACIONAL;000 - 000;1900;1;1
PICHINCHA;SAN MIGUEL DE LOS BANCOS;SAN MIGUEL DE LOS BANCOS;NO;NO;Guzmania;-0.01666;-78.88333;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;SAN MIGUEL DE LOS BANCOS;SAN MIGUEL DE LOS BANCOS;NO;NO;Guzmania;-0.03333;-78.91666;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;70 - 80;1900;1;1
COTOPAXI;SIGCHOS;CHUGCHILLAN;NO;NO;Guzmania;-0.87;-79.03;0;0;TIERRA AGROPECUARIA;PLUVIESTACIONAL;; ;RESERVA ECOLOGICA;140 - 150;1900;1;1
PICHINCHA;QUITO;CALACALI;NO;NO;Vriesea;0.083333;-78.5;0;0;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;RESERVA GEOBOTANICA;70 - 80;1900;1;1
IMBABURA;COTACACHI;QUIROGA;NO;NO;Puya;0.3;-78.36666;0;0;VEGETACION ARBUSTIVA Y HERBACEA;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;MEDIA;PARQUE NACIONAL;70 - 80;1900;1;1
IMBABURA;COTACACHI;QUIROGA;NO;NO;Tillandsia;0.3;-78.36666;0;0;VEGETACION ARBUSTIVA Y HERBACEA;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;MEDIA;PARQUE NACIONAL;70 - 80;1900;1;1
IMBABURA;COTACACHI;QUIROGA;NO;NO;Pitcairnia;0.3;-78.36666;0;0;VEGETACION ARBUSTIVA Y HERBACEA;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;MEDIA;PARQUE NACIONAL;70 - 80;1900;1;1
TUNGURAHUA;AMBATO;PILAGUIN (PILAHUIN);NO;NO;Ronnbergia;-1.4;-78.75;0;0;OTRAS TIERRAS;PLUVIAL;; ;RESERVA DE PRODUCCION DE FAUNA;150 - 160;1900;1;1
PICHINCHA;QUITO;NANEGAL;NO;NO;Guzmania;0.08333;-78.61666;0;0;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;70 - 80;1900;1;1
IMBABURA;PIMAMPIRO;CHUGA;NO;NO;Racinaea;0.35;-77.88333;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;70 - 80;1900;1;1
IMBABURA;PIMAMPIRO;CHUGA;NO;NO;Tillandsia;0.35;-77.88333;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;70 - 80;1900;1;1
IMBABURA;PIMAMPIRO;CHUGA;NO;NO;Tillandsia;0.35;-77.88333;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;70 - 80;1900;1;1
CARCHI;SAN PEDRO DE HUACA;MARISCAL SUCRE;NO;NO;Greigia;0.58333;-77.7;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MUY BAJA;AREA  PROTEGIDA AUTONOMA DESENTRALIZADA;310 - 320;1900;1;1
PICHINCHA;QUITO;AMAGUAÑA;NO;NO;Tillandsia;-0.38333;-78.46666;0;0;TIERRA AGROPECUARIA;PLUVIESTACIONAL;; ;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;QUITO;AMAGUAÑA;NO;NO;Pitcairnia;-0.38333;-78.46666;0;0;TIERRA AGROPECUARIA;PLUVIESTACIONAL;; ;NO DEFINIDA;70 - 80;1900;1;1
CARCHI;MIRA;JIJON Y CAAMAÑO (CAB. EN RIO BLANCO);NO;NO;Guzmania;0.88333;-78.41666;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;310 - 320;1900;1;1
CARCHI;MIRA;JIJON Y CAAMAÑO (CAB. EN RIO BLANCO);NO;NO;Guzmania;0.883333;-78.416667;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;310 - 320;1900;1;1
CARCHI;MIRA;JIJON Y CAAMAÑO (CAB. EN RIO BLANCO);NO;NO;Guzmania;0.883333;-78.416667;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;310 - 320;1900;1;1
CARCHI;MIRA;JIJON Y CAAMAÑO (CAB. EN RIO BLANCO);NO;NO;Guzmania;0.883333;-78.416667;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;310 - 320;1900;1;1
PASTAZA;PASTAZA;TARQUI;NO;NO;Aechmea;-1.58333;-77.95;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;000 - 000;1900;1;1
SANTA ELENA;SANTA ELENA;MANGLARALTO;NO;NO;Tillandsia;-1.68333;-80.73333;0;0;TIERRA AGROPECUARIA;XÉRICO;; ;NO DEFINIDA;875 - 900;1900;1;1
PICHINCHA;QUITO;LLOA;NO;NO;Pitcairnia;-0.2;-78.78333;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;70 - 80;1900;1;1
ORELLANA;LORETO;SAN JOSE DE PAYAMINO;NO;NO;Aechmea;-0.51666;-77.15;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MEDIA;NO DEFINIDA;000 - 000;1900;1;1
PASTAZA;PASTAZA;TARQUI;NO;NO;Aechmea;-1.58333;-77.95;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;000 - 000;1900;1;1
SANTA ELENA;SANTA ELENA;MANGLARALTO;NO;NO;Tillandsia;-1.68333;-80.73333;0;0;TIERRA AGROPECUARIA;XÉRICO;; ;NO DEFINIDA;875 - 900;1900;1;1
PICHINCHA;QUITO;LLOA;NO;NO;Pitcairnia;-0.2;-78.78333;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;QUITO;LLOA;NO;NO;Pitcairnia;-0.2;-78.78333;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;QUITO;LLOA;NO;NO;Racinaea;-0.2;-78.78;0;0;TIERRA AGROPECUARIA;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;QUITO;LLOA;NO;NO;Tillandsia;-0.2;-78.78333;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;QUITO;LLOA;NO;NO;Tillandsia;-0.2;-78.78333;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;QUITO;LLOA;NO;NO;Tillandsia;-0.2;-78.78333;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;QUITO;LLOA;NO;NO;Pitcairnia;-0.2;-78.78333;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;QUITO;LLOA;NO;NO;Pitcairnia;-0.2;-78.78333;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;70 - 80;1900;1;1
CARCHI;MIRA;JIJON Y CAAMAÑO (CAB. EN RIO BLANCO);NO;NO;Pitcairnia;0.9;-78.43333;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;310 - 320;1900;1;1
CARCHI;MIRA;JIJON Y CAAMAÑO (CAB. EN RIO BLANCO);NO;NO;Vriesea;0.9;-78.43333;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;310 - 320;1900;1;1
CARCHI;MIRA;JIJON Y CAAMAÑO (CAB. EN RIO BLANCO);NO;NO;Guzmania;0.9;-78.43333;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;310 - 320;1900;1;1
CARCHI;MIRA;JIJON Y CAAMAÑO (CAB. EN RIO BLANCO);NO;NO;Pitcairnia;0.9;-78.43;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;310 - 320;1900;1;1
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO VERDE;NO;NO;Vriesea;-1.41666;-78.33333;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;150 - 160;1900;1;1
TUNGURAHUA;PATATE;EL TRIUNFO;NO;NO;Racinaea;-1.33333;-78.43333;0;0;TIERRA AGROPECUARIA;PLUVIAL;ECOSISTEMA TERRESTRE;MUY BAJA;NO DEFINIDA;150 - 160;1900;1;1
TUNGURAHUA;PATATE;EL TRIUNFO;NO;NO;Racinaea;-1.33333;-78.43333;0;0;TIERRA AGROPECUARIA;PLUVIAL;ECOSISTEMA TERRESTRE;MUY BAJA;NO DEFINIDA;150 - 160;1900;1;1
TUNGURAHUA;PATATE;EL TRIUNFO;NO;NO;Tillandsia;-1.33333;-78.43333;0;0;TIERRA AGROPECUARIA;PLUVIAL;ECOSISTEMA TERRESTRE;MUY BAJA;NO DEFINIDA;150 - 160;1900;1;1
PASTAZA;MERA;MADRE TIERRA;NO;NO;Mezobromelia;-1.53333;-78.03333;0;0;TIERRA AGROPECUARIA;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;000 - 000;1900;1;1
PASTAZA;MERA;MADRE TIERRA;NO;NO;Guzmania;-1.53333;-78.03333;0;0;TIERRA AGROPECUARIA;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;000 - 000;1900;1;1
PASTAZA;MERA;MADRE TIERRA;NO;NO;Guzmania;-1.58333;-78.03333;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;000 - 000;1900;1;1
PICHINCHA;MEJIA;MANUEL CORNEJO ASTORGA (TANDAPI);NO;NO;Tillandsia;-0.43333;-78.75;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;SAN MIGUEL DE LOS BANCOS;SAN MIGUEL DE LOS BANCOS;NO;NO;Guzmania;-0.05;-78.9;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;70 - 80;1900;1;1
AZUAY;NABON;LAS NIEVES (CHAYA);NO;NO;Vriesea;-3.35;-79.16666;0;0;TIERRA AGROPECUARIA;XÉRICO;; ;NO DEFINIDA;450 - 475;1900;1;1
EL ORO;PASAJE;PASAJE;NO;NO;Vriesea;-3.31666;-79.83333;0;0;TIERRA AGROPECUARIA;XÉRICO;; ;NO DEFINIDA;925 - 950;1900;1;1
NAPO;QUIJOS;CUYUJA;NO;NO;Guzmania;-0.4;-78.01666;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;PARQUE NACIONAL;000 - 000;1900;1;1
NAPO;QUIJOS;CUYUJA;NO;NO;Tillandsia;-0.4;-78.01666;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;PARQUE NACIONAL;000 - 000;1900;1;1
NAPO;QUIJOS;CUYUJA;NO;NO;Guzmania;-0.4;-78.01666;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;PARQUE NACIONAL;000 - 000;1900;1;1
NAPO;ARCHIDONA;COTUNDO;NO;NO;Racinaea;-0.65;-77.83333;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;PARQUE NACIONAL;000 - 000;1900;1;1
NAPO;ARCHIDONA;COTUNDO;NO;NO;Racinaea;-0.65;-77.83333;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;PARQUE NACIONAL;000 - 000;1900;1;1
NAPO;ARCHIDONA;COTUNDO;NO;NO;Werauhia;-0.65;-77.83333;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;PARQUE NACIONAL;000 - 000;1900;1;1
NAPO;ARCHIDONA;COTUNDO;NO;NO;Guzmania;-0.65;-77.83333;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;PARQUE NACIONAL;000 - 000;1900;1;1
ORELLANA;LORETO;SAN VICENTE DE HUATICOCHA;NO;NO;Pitcairnia;-0.68333;-77.51666;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;000 - 000;1900;1;1
ORELLANA;LORETO;SAN VICENTE DE HUATICOCHA;NO;NO;Vriesea;-0.68333;-77.51666;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;000 - 000;1900;1;1
NAPO;ARCHIDONA;COTUNDO;NO;NO;Guzmania;-0.66666;-77.78333;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;1900;1;1
NAPO;ARCHIDONA;COTUNDO;NO;NO;Guzmania;-0.66666;-77.78333;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;1900;1;1
NAPO;ARCHIDONA;COTUNDO;NO;NO;Tillandsia;-0.66666;-77.78333;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;1900;1;1
NAPO;ARCHIDONA;COTUNDO;NO;NO;Racinaea;-0.66666;-77.78333;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;1900;1;1
NAPO;ARCHIDONA;COTUNDO;NO;NO;Racinaea;-0.66666;-77.78333;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;1900;1;1
GUAYAS;NARANJAL;TAURA;NO;NO;Guzmania;-2.41666;-79.58333;0;0;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;MUY ALTA;RESERVA ECOLOGICA;800 - 825;1900;1;1
AZUAY;CUENCA;MOLLETURO;NO;NO;Aechmea;-2.633333;-79.433333;0;0;TIERRA AGROPECUARIA;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;450 - 475;1900;1;1
AZUAY;CUENCA;MOLLETURO;NO;NO;Guzmania;-2.633333;-79.433333;0;0;TIERRA AGROPECUARIA;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;450 - 475;1900;1;1
AZUAY;CUENCA;MOLLETURO;NO;NO;Guzmania;-2.633333;-79.433333;0;0;TIERRA AGROPECUARIA;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;450 - 475;1900;1;1
AZUAY;CUENCA;MOLLETURO;NO;NO;Tillandsia;-2.633333;-79.433333;0;0;TIERRA AGROPECUARIA;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;450 - 475;1900;1;1
ORELLANA;LORETO;SAN JOSE DE PAYAMINO;NO;NO;Aechmea;-0.51666;-77.15;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MEDIA;NO DEFINIDA;000 - 000;1900;1;1
ESMERALDAS;SAN LORENZO;ALTO TAMBO (CAB EN GUADUAL);NO;NO;Guzmania;0.86666;-78.46666;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;775 - 800;1900;1;1
MORONA SANTIAGO;PALORA;PALORA (METZERA);NO;NO;Guzmania;-1.66666;-77.96666;0;0;CUERPO DE AGUA;PLUVIAL;; ;NO DEFINIDA;000 - 000;1900;1;1
PICHINCHA;QUITO;AMAGUAÑA;NO;NO;Tillandsia;-0.38333;-78.46666;0;0;TIERRA AGROPECUARIA;PLUVIESTACIONAL;; ;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;QUITO;AMAGUAÑA;NO;NO;Pitcairnia;-0.38333;-78.46666;0;0;TIERRA AGROPECUARIA;PLUVIESTACIONAL;; ;NO DEFINIDA;70 - 80;1900;1;1
CARCHI;MIRA;JIJON Y CAAMAÑO (CAB. EN RIO BLANCO);NO;NO;Guzmania;0.88333;-78.41666;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;310 - 320;1900;1;1
CARCHI;MIRA;JIJON Y CAAMAÑO (CAB. EN RIO BLANCO);NO;NO;Guzmania;0.88333;-78.41666;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;310 - 320;1900;1;1
CARCHI;MIRA;JIJON Y CAAMAÑO (CAB. EN RIO BLANCO);NO;NO;Guzmania;0.88333;-78.41666;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;310 - 320;1900;1;1
CARCHI;MIRA;JIJON Y CAAMAÑO (CAB. EN RIO BLANCO);NO;NO;Guzmania;0.88333;-78.41666;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;310 - 320;1900;1;1
CARCHI;MIRA;JIJON Y CAAMAÑO (CAB. EN RIO BLANCO);NO;NO;Guzmania;0.88333;-78.41666;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;310 - 320;1900;1;1
CARCHI;MIRA;JIJON Y CAAMAÑO (CAB. EN RIO BLANCO);NO;NO;Ronnbergia;0.88333;-78.41666;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;310 - 320;1900;1;1
CARCHI;MIRA;JIJON Y CAAMAÑO (CAB. EN RIO BLANCO);NO;NO;Guzmania;0.88333;-78.41666;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;310 - 320;1900;1;1
CARCHI;MIRA;JIJON Y CAAMAÑO (CAB. EN RIO BLANCO);NO;NO;Pitcairnia;0.88333;-78.41666;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;310 - 320;1900;1;1
CARCHI;MIRA;JIJON Y CAAMAÑO (CAB. EN RIO BLANCO);NO;NO;Ronnbergia;0.88333;-78.41666;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;310 - 320;1900;1;1
CARCHI;MIRA;JIJON Y CAAMAÑO (CAB. EN RIO BLANCO);NO;NO;Guzmania;0.88333;-78.41666;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;310 - 320;1900;1;1
CARCHI;MIRA;JIJON Y CAAMAÑO (CAB. EN RIO BLANCO);NO;NO;Guzmania;0.88333;-78.41666;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;310 - 320;1900;1;1
CARCHI;MIRA;JIJON Y CAAMAÑO (CAB. EN RIO BLANCO);NO;NO;Guzmania;0.883333;-78.416667;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;310 - 320;1900;1;1
CARCHI;MIRA;JIJON Y CAAMAÑO (CAB. EN RIO BLANCO);NO;NO;Ronnbergia;0.88333;-78.41666;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;310 - 320;1900;1;1
CARCHI;MIRA;JIJON Y CAAMAÑO (CAB. EN RIO BLANCO);NO;NO;Guzmania;0.88333;-78.41666;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;310 - 320;1900;1;1
PICHINCHA;QUITO;LLOA;NO;NO;Guzmania;-0.23;-78.58;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;70 - 80;1900;1;1
ESMERALDAS;SAN LORENZO;MATAJE (CAB. EN SANTANDER);NO;NO;Pitcairnia;1.133333;-78.55;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;775 - 800;1900;1;1
AZUAY;CUENCA;SAYAUSI;NO;NO;Puya;-2.76666;-79.26666;0;0;CUERPO DE AGUA;PLUVIAL;; ;NO DEFINIDA;450 - 475;1900;1;1
